interation,polynomial,error,polynomial_best,error_best
10,-0.009272617759168664*x**10 + 0.15757105716053985*x**9 + 0.44221964884089693*x**8 + 0.5383213170983073*x**7 + 0.1409541281069146*x**6 - 0.024445352579480707*x**5 + 0.6551002728659389*x**4 + 0.13693998428323714*x**3 - 0.6968460939024247*x**2 - 1.9755276858280693*x + 0.8254921686175305,10.469083227232455,-0.009272617759168664*x**10 + 0.15757105716053985*x**9 + 0.44221964884089693*x**8 + 0.5383213170983073*x**7 + 0.1409541281069146*x**6 - 0.024445352579480707*x**5 + 0.6551002728659389*x**4 + 0.13693998428323714*x**3 - 0.6968460939024247*x**2 - 1.9755276858280693*x + 0.8254921686175305,0.45758241284455975
11,0.011223884354686783*x**10 + 0.17910130547769362*x**9 + 0.4641045632098036*x**8 + 0.5592341818275472*x**7 + 0.15844829706502928*x**6 - 0.014705200197479569*x**5 + 0.6497744217361143*x**4 + 0.10556464482502201*x**3 - 0.7642134378663726*x**2 - 2.0503871627975983*x + 0.894994754726483,9.782479677216484,0.011223884354686783*x**10 + 0.17910130547769362*x**9 + 0.4641045632098036*x**8 + 0.5592341818275472*x**7 + 0.15844829706502928*x**6 - 0.014705200197479569*x**5 + 0.6497744217361143*x**4 + 0.10556464482502201*x**3 - 0.7642134378663726*x**2 - 2.0503871627975983*x + 0.894994754726483,0.4423229516363917
12,0.029780452019696476*x**10 + 0.19859897114008773*x**9 + 0.48390507679629424*x**8 + 0.5780901015049725*x**7 + 0.17406209612528903*x**6 - 0.006388664877564105*x**5 + 0.6440181679468935*x**4 + 0.07581180750582281*x**3 - 0.825775306443022*x**2 - 2.111796038017271*x + 0.9551821449603196,9.283451344115742,0.029780452019696476*x**10 + 0.19859897114008773*x**9 + 0.48390507679629424*x**8 + 0.5780901015049725*x**7 + 0.17406209612528903*x**6 - 0.006388664877564105*x**5 + 0.6440181679468935*x**4 + 0.07581180750582281*x**3 - 0.825775306443022*x**2 - 2.111796038017271*x + 0.9551821449603196,0.430893289437553
13,0.04662475291974606*x**10 + 0.2163045473646663*x**9 + 0.5018704027651314*x**8 + 0.5951385377976541*x**7 + 0.18802862270353596*x**6 + 0.0006886914467195433*x**5 + 0.6379034574892567*x**4 + 0.047510608802635385*x**3 - 0.882217654425732*x**2 - 2.1614297502338657*x + 1.0071652886922067,8.923255394611061,0.04662475291974606*x**10 + 0.2163045473646663*x**9 + 0.5018704027651314*x**8 + 0.5951385377976541*x**7 + 0.18802862270353596*x**6 + 0.0006886914467195433*x**5 + 0.6379034574892567*x**4 + 0.047510608802635385*x**3 - 0.882217654425732*x**2 - 2.1614297502338657*x + 1.0071652886922067,0.4224513083092787
14,0.061956050134419065*x**10 + 0.23242841508219714*x**9 + 0.5182183927137192*x**8 + 0.6105973166307352*x**7 + 0.20055100968378028*x**6 + 0.006686839349936106*x**5 + 0.6314908955225041*x**4 + 0.02050767199323688*x**3 - 0.9341470086892247*x**2 - 2.2007632621039126*x + 1.0519403403680239,8.66488824500504,0.061956050134419065*x**10 + 0.23242841508219714*x**9 + 0.5182183927137192*x**8 + 0.6105973166307352*x**7 + 0.20055100968378028*x**6 + 0.006686839349936106*x**5 + 0.6314908955225041*x**4 + 0.02050767199323688*x**3 - 0.9341470086892247*x**2 - 2.2007632621039126*x + 1.0519403403680239,0.41629048139502395
15,0.07594910449040206*x**10 + 0.24715502931682667*x**9 + 0.5331399711280165*x**8 + 0.6246572194125575*x**7 + 0.21180697548094407*x**6 + 0.011745381977065945*x**5 + 0.6248325530546671*x**4 - 0.005333164143975286*x**3 - 0.982097706048171*x**2 - 2.2310928812893467*x + 1.0903902429525374,8.48046467330348,0.07594910449040206*x**10 + 0.24715502931682667*x**9 + 0.5331399711280165*x**8 + 0.6246572194125575*x**7 + 0.21180697548094407*x**6 + 0.011745381977065945*x**5 + 0.6248325530546671*x**4 - 0.005333164143975286*x**3 - 0.982097706048171*x**2 - 2.2310928812893467*x + 1.0903902429525374,0.4118364887501708
16,0.08875734078156464*x**10 + 0.26064628989713035*x**9 + 0.5468026671868486*x**8 + 0.6374855793714509*x**7 + 0.22195228774483386*x**6 + 0.015986492736173932*x**5 + 0.6179735860400203*x**4 - 0.03013219005371923*x**3 - 1.0265397076157707*x**2 - 2.2535569954220773*x + 1.123293510361591,8.349094244129033,0.08875734078156464*x**10 + 0.26064628989713035*x**9 + 0.5468026671868486*x**8 + 0.6374855793714509*x**7 + 0.22195228774483386*x**6 + 0.015986492736173932*x**5 + 0.6179735860400203*x**4 - 0.03013219005371923*x**3 - 1.0265397076157707*x**2 - 2.2535569954220773*x + 1.123293510361591,0.4086341699889776
17,0.10051552227204781*x**10 + 0.2730443773091408*x**9 + 0.5593535690680586*x**8 + 0.649229262894141*x**7 + 0.23112358914999873*x**6 + 0.019517226216576762*x**5 + 0.6109533144487287*x**4 - 0.05399545439252515*x**3 - 1.067886050985945*x**2 - 2.269154915413714*x + 1.1513349333514582,8.255216082120086,0.10051552227204781*x**10 + 0.2730443773091408*x**9 + 0.5593535690680586*x**8 + 0.649229262894141*x**7 + 0.23112358914999873*x**6 + 0.019517226216576762*x**5 + 0.6109533144487287*x**4 - 0.05399545439252515*x**3 - 1.067886050985945*x**2 - 2.269154915413714*x + 1.1513349333514582,0.406330311006208
18,0.11134205612764189*x**10 + 0.28447419241624106*x**9 + 0.5709218583517112*x**8 + 0.6600172156556278*x**7 + 0.23944079111304273*x**6 + 0.022431438368980896*x**5 + 0.6038060308772568*x**4 - 0.07701637590554973*x**3 - 1.1064996325996785*x**2 - 2.2787636778711433*x + 1.1751161924809597,8.187312072463444,0.11134205612764189*x**10 + 0.28447419241624106*x**9 + 0.5709218583517112*x**8 + 0.6600172156556278*x**7 + 0.23944079111304273*x**6 + 0.022431438368980896*x**5 + 0.6038060308772568*x**4 - 0.07701637590554973*x**3 - 1.1064996325996785*x**2 - 2.2787636778711433*x + 1.1751161924809597,0.4046557072985242
19,0.12134100019845381*x**10 + 0.29504547815370724*x**9 + 0.5816210110667428*x**8 + 0.669962669093741*x**7 + 0.2470091400308005*x**6 + 0.024811428282149845*x**5 + 0.5965616542315914*x**4 - 0.09927723221968433*x**3 - 1.142699259478274*x**2 - 2.283152901683716*x + 1.1951656675700164,8.13691960616369,0.12134100019845381*x**10 + 0.29504547815370724*x**9 + 0.5816210110667428*x**8 + 0.669962669093741*x**7 + 0.2470091400308005*x**6 + 0.024811428282149845*x**5 + 0.5965616542315914*x**4 - 0.09927723221968433*x**3 - 1.142699259478274*x**2 - 2.283152901683716*x + 1.1951656675700164,0.403408468085728
20,0.13060381788566322*x**10 + 0.30485467407117506*x**9 + 0.5915507203693241*x**8 + 0.6791650658780631*x**7 + 0.25392101702120695*x**6 + 0.026729361729277326*x**5 + 0.5892462808303852*x**4 - 0.12085049678877638*x**3 - 1.176765001727481*x**2 - 2.2829978738573224*x + 1.2119472491989745,8.097877177494455,0.13060381788566322*x**10 + 0.30485467407117506*x**9 + 0.5915507203693241*x**8 + 0.6791650658780631*x**7 + 0.25392101702120695*x**6 + 0.026729361729277326*x**5 + 0.5892462808303852*x**4 - 0.12085049678877638*x**3 - 1.176765001727481*x**2 - 2.2829978738573224*x + 1.2119472491989745,0.40243949054471423
21,0.13921091600492527*x**10 + 0.3139865412146195*x**9 + 0.6007985806226668*x**8 + 0.6877117456369753*x**7 + 0.26025751220708976*x**6 + 0.0282485137327718*x**5 + 0.5818826589971521*x**4 - 0.14180002478127568*x**3 - 1.2089429077441276*x**2 - 2.2788910554243307*x + 1.2258681555177104,8.065749487553779,0.13921091600492527*x**10 + 0.3139865412146195*x**9 + 0.6007985806226668*x**8 + 0.6877117456369753*x**7 + 0.26025751220708976*x**6 + 0.0282485137327718*x**5 + 0.5818826589971521*x**4 - 0.14180002478127568*x**3 - 1.2089429077441276*x**2 - 2.2788910554243307*x + 1.2258681555177104,0.4016403736566776
22,0.14723299381952373*x**10 + 0.322515587357276*x**9 + 0.6094415643470144*x**8 + 0.6956794230260763*x**7 + 0.2660898045096716*x**6 + 0.029424356536815598*x**5 + 0.5744906019699121*x**4 - 0.16218209915716122*x**3 - 1.2394491504211131*x**2 - 2.2713521900096763*x + 1.2372858277361576,8.037390352074608,0.14723299381952373*x**10 + 0.322515587357276*x**9 + 0.6094415643470144*x**8 + 0.6956794230260763*x**7 + 0.2660898045096716*x**6 + 0.029424356536815598*x**5 + 0.5744906019699121*x**4 - 0.16218209915716122*x**3 - 1.2394491504211131*x**2 - 2.2713521900096763*x + 1.2372858277361576,0.40093366912931144
23,0.15473222697364095*x**10 + 0.33050731774867276*x**9 + 0.6175473182710578*x**8 + 0.7031354846262627*x**7 + 0.27148037208698067*x**6 + 0.030305513598180282*x**5 + 0.5670873488813505*x**4 - 0.1820463510844336*x**3 - 1.2684736699528587*x**2 - 2.2608371814446513*x + 1.2465139972802917,8.01061114413663,0.15473222697364095*x**10 + 0.33050731774867276*x**9 + 0.6175473182710578*x**8 + 0.7031354846262627*x**7 + 0.27148037208698067*x**6 + 0.030305513598180282*x**5 + 0.5670873488813505*x**4 - 0.1820463510844336*x**3 - 1.2684736699528587*x**2 - 2.2608371814446513*x + 1.2465139972802917,0.40026519069578437
24,0.16176330675292913*x**10 + 0.338019333001903*x**9 + 0.6251753009485784*x**8 + 0.7101391272464445*x**7 + 0.2764840546531109*x**6 + 0.03093459665374231*x**5 + 0.559687881048999*x**4 - 0.2014365688511297*x**3 - 1.2961833731226085*x**2 - 2.247745888981826*x + 1.253828017824625,7.983929920288783,0.16176330675292913*x**10 + 0.338019333001903*x**9 + 0.6251753009485784*x**8 + 0.7101391272464445*x**7 + 0.2764840546531109*x**6 + 0.03093459665374231*x**5 + 0.559687881048999*x**4 - 0.2014365688511297*x**3 - 1.2961833731226085*x**2 - 2.247745888981826*x + 1.253828017824625,0.3995980460484957
25,0.16837435244159313*x**10 + 0.3451022929072148*x**9 + 0.6323777814330994*x**8 + 0.7167423571749394*x**7 + 0.2811489859855412*x**6 + 0.031348940421200705*x**5 + 0.5523051993952403*x**4 - 0.22039140840317817*x**3 - 1.3227249425709162*x**2 - 2.232428971534594*x + 1.2594695487264207,7.956382138147498,0.16837435244159313*x**10 + 0.3451022929072148*x**9 + 0.6323777814330994*x**8 + 0.7167423571749394*x**7 + 0.2811489859855412*x**6 + 0.031348940421200705*x**5 + 0.5523051993952403*x**4 - 0.22039140840317817*x**3 - 1.3227249425709162*x**2 - 2.232428971534594*x + 1.2594695487264207,0.3989080630457975
26,0.1746077123096788*x**10 + 0.35180076258860343*x**9 + 0.6392007160313619*x**8 + 0.7229908674265433*x**7 + 0.2855174125568342*x**6 + 0.031581247542699975*x**5 + 0.5449505678893608*x**4 - 0.23894501732038237*x**3 - 1.3482273033904357*x**2 - 2.215193896730308*x + 1.263650667727142,7.927378319859657,0.1746077123096788*x**10 + 0.35180076258860343*x**9 + 0.6392007160313619*x**8 + 0.7229908674265433*x**7 + 0.2855174125568342*x**6 + 0.031581247542699975*x**5 + 0.5449505678893608*x**4 - 0.23894501732038237*x**3 - 1.3482273033904357*x**2 - 2.215193896730308*x + 1.263650667727142,0.3981803189475757
27,0.1805006668413351*x**10 + 0.3581539553847142*x**9 + 0.6456845180414333*x**8 + 0.728924807906456*x**7 + 0.28962641222670726*x**6 + 0.03166015477311717*x**5 + 0.5376337272187764*x**4 - 0.2571275827164262*x**3 - 1.3728037887658735*x**2 - 2.196310216598474*x + 1.2665574820534549,7.896597438951239,0.1805006668413351*x**10 + 0.3581539553847142*x**9 + 0.6456845180414333*x**8 + 0.728924807906456*x**7 + 0.28962641222670726*x**6 + 0.03166015477311717*x**5 + 0.5376337272187764*x**4 - 0.2571275827164262*x**3 - 1.3728037887658735*x**2 - 2.196310216598474*x + 1.2665574820534549,0.397406528354813
28,0.1860860461426841*x**10 + 0.3641963850672978*x**9 + 0.6518647335467505*x**8 + 0.7345794615728045*x**7 + 0.2935085252072056*x**6 + 0.03161073004408612*x**5 + 0.5303630823473982*x**4 - 0.2749658123157227*x**3 - 1.3965540413478776*x**2 - 2.1760141993549222*x + 1.2683532989246669,7.8639074396746995,0.1860860461426841*x**10 + 0.3641963850672978*x**9 + 0.6518647335467505*x**8 + 0.7345794615728045*x**7 + 0.2935085252072056*x**6 + 0.03161073004408612*x**5 + 0.5303630823473982*x**4 - 0.2749658123157227*x**3 - 1.3965540413478776*x**2 - 2.1760141993549222*x + 1.2683532989246669,0.39658309191579766
29,0.19139277200640104*x**10 + 0.36995843846582604*x**9 + 0.6577726347359277*x**8 + 0.739985838075466*x**7 + 0.2971923080140732*x**6 + 0.031454908848051175*x**5 + 0.5231458671582101*x**4 - 0.29248335684956905*x**3 - 1.4195656825967997*x**2 - 2.154512895851321*x + 1.269181409154141,7.82930631921336,0.19139277200640104*x**10 + 0.36995843846582604*x**9 + 0.6577726347359277*x**8 + 0.739985838075466*x**7 + 0.2971923080140732*x**6 + 0.031454908848051175*x**5 + 0.5231458671582101*x**4 - 0.29248335684956905*x**3 - 1.4195656825967997*x**2 - 2.154512895851321*x + 1.269181409154141,0.39570964909168843
30,0.1964463338295966*x**10 + 0.3754668782138584*x**9 + 0.6634357408157522*x**8 + 0.7451711949450541*x**7 + 0.3007028198062289*x**6 + 0.03121187735144472*x**5 + 0.5159882889810694*x**4 - 0.3097011809279714*x**3 - 1.4419157784080916*x**2 - 2.131987709681075*x + 1.2691675310310404,7.792878754452683,0.1964463338295966*x**10 + 0.3754668782138584*x**9 + 0.6634357408157522*x**8 + 0.7451711949450541*x**7 + 0.3007028198062289*x**6 + 0.03121187735144472*x**5 + 0.5159882889810694*x**4 - 0.3097011809279714*x**3 - 1.4419157784080916*x**2 - 2.131987709681075*x + 1.2691675310310404,0.39478801284873594
31,0.20126920645844212*x**10 + 0.38074528414613334*x**9 + 0.6688782753550881*x**8 + 0.7501594951752086*x**7 + 0.3040620493662802*x**6 + 0.03089840873996206*x**5 + 0.5088956554625157*x**4 - 0.32663788867319865*x**3 - 1.463672125879747*x**2 - 2.108597531516877*x + 1.2684219559304788,7.754764444927833,0.20126920645844212*x**10 + 0.38074528414613334*x**9 + 0.6688782753550881*x**8 + 0.7501594951752086*x**7 + 0.3040620493662802*x**6 + 0.03089840873996206*x**5 + 0.5088956554625157*x**4 - 0.32663788867319865*x**3 - 1.463672125879747*x**2 - 2.108597531516877*x + 1.2684219559304788,0.39382139212916895
32,0.20588121704733187*x**10 + 0.38581444083406485*x**9 + 0.6741215678183669*x**8 + 0.7549718089615703*x**7 + 0.3072892899671464*x**6 + 0.030529158504470032*x**5 + 0.5018724859335534*x**4 - 0.3433100096351714*x**3 - 1.4848943830497707*x**2 - 2.0844814908638525*x + 1.2670414320499097,7.715135255577363,0.20588121704733187*x**10 + 0.38581444083406485*x**9 + 0.6741215678183669*x**8 + 0.7549718089615703*x**7 + 0.3072892899671464*x**6 + 0.030529158504470032*x**5 + 0.5018724859335534*x**4 - 0.3433100096351714*x**3 - 1.4848943830497707*x**2 - 2.0844814908638525*x + 1.2670414320499097,0.39281383009200077
33,0.21029986715521445*x**10 + 0.39069267783332917*x**9 + 0.67918440610024*x**8 + 0.7596266664130783*x**7 + 0.31040146848537237*x**6 + 0.030116923679072132*x**5 + 0.49492260916786085*x**4 - 0.35973224983560587*x**3 - 1.5056350607682052*x**2 - 2.059761371921986*x + 1.2651108182307458,7.67417894142373,0.21029986715521445*x**10 + 0.39069267783332917*x**9 + 0.67918440610024*x**8 + 0.7596266664130783*x**7 + 0.31040146848537237*x**6 + 0.030116923679072132*x**5 + 0.49492260916786085*x**4 - 0.35973224983560587*x**3 - 1.5056350607682052*x**2 - 2.059761371921986*x + 1.2651108182307458,0.3917698033647752
34,0.21454061554220863*x**10 + 0.39539616841486414*x**9 + 0.6840833460415673*x**8 + 0.7641403672193547*x**7 + 0.31341343434531616*x**6 + 0.029672870431074683*x**5 + 0.48804924919174186*x**4 - 0.375917712196468*x**3 - 1.5259403935295581*x**2 - 2.034543734552913*x + 1.2627045359250013,7.6320877707861285,0.21454061554220863*x**10 + 0.39539616841486414*x**9 + 0.6840833460415673*x**8 + 0.7641403672193547*x**7 + 0.31341343434531616*x**6 + 0.029672870431074683*x**5 + 0.48804924919174186*x**4 - 0.375917712196468*x**3 - 1.5259403935295581*x**2 - 2.034543734552913*x + 1.2627045359250013,0.3906939408484889
35,0.2186171264628455*x**10 + 0.39993919184620835*x**9 + 0.6888329831770283*x**8 + 0.7685272525275675*x**7 + 0.31633821319682004*x**6 + 0.02920673386557139*x**5 + 0.48125510060430915*x**4 - 0.39187809008901264*x**3 - 1.5458511040380356*x**2 - 2.0089217763429197*x + 1.2598878439426946,7.589050772207949,0.2186171264628455*x**10 + 0.39993919184620835*x**9 + 0.6888329831770283*x**8 + 0.7685272525275675*x**7 + 0.31633821319682004*x**6 + 0.02920673386557139*x**5 + 0.48125510060430915*x**4 - 0.39187809008901264*x**3 - 1.5458511040380356*x**2 - 2.0089217763429197*x + 1.2598878439426946,0.38959083080093015
36,0.22254148766688658*x**10 + 0.4043343636716833*x**9 + 0.6934461913238287*x**8 + 0.7727999436410097*x**7 + 0.31918722963059515*x**6 + 0.02872699343590352*x**5 + 0.47454239468836223*x**4 - 0.4076238372837004*x**3 - 1.5654030744750531*x**2 - 1.9829769673613002*x + 1.256717957609221,7.545248642252627,0.22254148766688658*x**10 + 0.4043343636716833*x**9 + 0.6934461913238287*x**8 + 0.7727999436410097*x**7 + 0.31918722963059515*x**6 + 0.02872699343590352*x**5 + 0.47454239468836223*x**4 - 0.4076238372837004*x**3 - 1.5654030744750531*x**2 - 1.9829769673613002*x + 1.256717957609221,0.38846489268021706
37,0.22632440180472563*x**10 + 0.40859283789699324*x**9 + 0.6979343320584047*x**8 + 0.7769695515886861*x**7 + 0.32197050271023336*x**6 + 0.02824102693735004*x**5 + 0.46791295743612527*x**4 - 0.42316431718095815*x**3 - 1.584627935855661*x**2 - 1.9567804853566293*x + 1.2532450313222117,7.5008505892137425,0.22632440180472563*x**10 + 0.40859283789699324*x**9 + 0.6979343320584047*x**8 + 0.7769695515886861*x**7 + 0.32197050271023336*x**6 + 0.02824102693735004*x**5 + 0.46791295743612527*x**4 - 0.42316431718095815*x**3 - 1.584627935855661*x**2 - 1.9567804853566293*x + 1.2532450313222117,0.3873202961171475
38,0.22997535448317016*x**10 + 0.4127244845071516*x**9 + 0.702307438634117*x**8 + 0.781045861121021*x**7 + 0.3246968176385325*x**6 + 0.027755245698011827*x**5 + 0.4613682604767993*x**4 - 0.4385079338512623*x**3 - 1.6035535854707756*x**2 - 1.930394475747556*x + 1.249513021179756,7.456012568913428,0.22997535448317016*x**10 + 0.4127244845071516*x**9 + 0.702307438634117*x**8 + 0.781045861121021*x**7 + 0.3246968176385325*x**6 + 0.027755245698011827*x**5 + 0.4613682604767993*x**4 - 0.4385079338512623*x**3 - 1.6035535854707756*x**2 - 1.930394475747556*x + 1.249513021179756,0.38616091384067935
39,0.23350276182125915*x**10 + 0.4167380453281408*x**9 + 0.7065743774592724*x**8 + 0.7850374922528763*x**7 + 0.3273738764709177*x**6 + 0.02727521326182979*x**5 + 0.45490946577243646*x**4 - 0.4536622471044246*x**3 - 1.622204641192039*x**2 - 1.9038731577920918*x + 1.245560442317161,7.410876506428888,0.23350276182125915*x**10 + 0.4167380453281408*x**9 + 0.7065743774592724*x**8 + 0.7850374922528763*x**7 + 0.3273738764709177*x**6 + 0.02727521326182979*x**5 + 0.45490946577243646*x**4 - 0.4536622471044246*x**3 - 1.622204641192039*x**2 - 1.9038731577920918*x + 1.245560442317161,0.38499029874605645
40,0.23691410000797417*x**10 + 0.4206412708753146*x**9 + 0.7107429898741184*x**8 + 0.7889520420941549*x**7 + 0.33000843043323025*x**6 + 0.026805749578576236*x**5 + 0.44853746484286977*x**4 - 0.4686340735370438*x**3 - 1.6406028403449238*x**2 - 1.87726379570945*x + 1.2414210338029417,7.365570202005389,0.23691410000797417*x**10 + 0.4206412708753146*x**9 + 0.7107429898741184*x**8 + 0.7889520420941549*x**7 + 0.33000843043323025*x**6 + 0.026805749578576236*x**5 + 0.44853746484286977*x**4 - 0.4686340735370438*x**3 - 1.6406028403449238*x**2 - 1.87726379570945*x + 1.2414210338029417,0.3838116778318604
41,0.2402160190583612*x**10 + 0.4244410405089639*x**9 + 0.7148202166312035*x**8 + 0.7927962093738049*x**7 + 0.3326063960890525*x**6 + 0.02635102246975318*x**5 + 0.4422529131875953*x**4 - 0.48342957526921554*x**3 - 1.658767389915253*x**2 - 1.8506075512371731*x + 1.2371243423763765,7.320207698426262,0.2402160190583612*x**10 + 0.4244410405089639*x**9 + 0.7148202166312035*x**8 + 0.7927962093738049*x**7 + 0.3326063960890525*x**6 + 0.02635102246975318*x**5 + 0.4422529131875953*x**4 - 0.48342957526921554*x**3 - 1.658767389915253*x**2 - 1.8506075512371731*x + 1.2371243423763765,0.38262795764100305
