interation,polynomial,error,polynomial_best,error_best
497,-0.6787331270643476*x**10 - 0.07265575813020142*x**9 + 0.5534569296915866*x**8 + 0.834271594678797*x**7 + 1.6695612340508286*x**6 + 2.200365005745877*x**5 + 0.7116746824159548*x**4 - 1.9475874366376915*x**3 - 5.89264841805729*x**2 + 1.9515933159467806*x + 0.6220219719734263,4.448537689675012,-0.6787331270643476*x**10 - 0.07265575813020142*x**9 + 0.5534569296915866*x**8 + 0.834271594678797*x**7 + 1.6695612340508286*x**6 + 2.200365005745877*x**5 + 0.7116746824159548*x**4 - 1.9475874366376915*x**3 - 5.89264841805729*x**2 + 1.9515933159467806*x + 0.6220219719734263,0.29827965702256704
498,-0.681687671838599*x**10 - 0.07440844483225506*x**9 + 0.553172955559366*x**8 + 0.8356144072377176*x**7 + 1.6723993001487094*x**6 + 2.2039517673829847*x**5 + 0.7141724095603791*x**4 - 1.9493168958224758*x**3 - 5.900272871448821*x**2 + 1.9560927885307675*x + 0.6215633393218826,4.444649432572803,-0.681687671838599*x**10 - 0.07440844483225506*x**9 + 0.553172955559366*x**8 + 0.8356144072377176*x**7 + 1.6723993001487094*x**6 + 2.2039517673829847*x**5 + 0.7141724095603791*x**4 - 1.9493168958224758*x**3 - 5.900272871448821*x**2 + 1.9560927885307675*x + 0.6215633393218826,0.298149272431539
499,-0.6846404465712964*x**10 - 0.0761601773198928*x**9 + 0.5528889907581019*x**8 + 0.8369562365579682*x**7 + 1.6752355346266288*x**6 + 2.207536378933801*x**5 + 0.7166688603650719*x**4 - 1.9510448113516068*x**3 - 5.907892119505407*x**2 + 1.9605885631038733*x + 0.6211051796717835,4.440766573742738,-0.6846404465712964*x**10 - 0.0761601773198928*x**9 + 0.5528889907581019*x**8 + 0.8369562365579682*x**7 + 1.6752355346266288*x**6 + 2.207536378933801*x**5 + 0.7166688603650719*x**4 - 1.9510448113516068*x**3 - 5.907892119505407*x**2 + 1.9605885631038733*x + 0.6211051796717835,0.29801901193523667
500,-0.6875914501697361*x**10 - 0.07791095427025245*x**9 + 0.5526050367464996*x**8 + 0.8382970840245592*x**7 + 1.678069938392905*x**6 + 2.2111188401322677*x**5 + 0.7191640323540016*x**4 - 1.9527711888298247*x**3 - 5.915506168775699*x**2 + 1.9650806507237533*x + 0.6206474907830055,4.436889102883183,-0.6875914501697361*x**10 - 0.07791095427025245*x**9 + 0.5526050367464996*x**8 + 0.8382970840245592*x**7 + 1.678069938392905*x**6 + 2.2111188401322677*x**5 + 0.7191640323540016*x**4 - 1.9527711888298247*x**3 - 5.915506168775699*x**2 + 1.9650806507237533*x + 0.6206474907830055,0.2978888753506308
501,-0.6905406815665667*x**10 - 0.07966077438267692*x**9 + 0.552321094966224*x**8 + 0.8396369510134043*x**7 + 1.6809025123583583*x**6 + 2.2146991507307647*x**5 + 0.7216579230890469*x**4 - 1.9544960338076638*x**3 - 5.923115025769242*x**2 + 1.96956906234574*x + 0.6201902704381187,4.433017009745246,-0.6905406815665667*x**10 - 0.07966077438267692*x**9 + 0.552321094966224*x**8 + 0.8396369510134043*x**7 + 1.6809025123583583*x**6 + 2.2146991507307647*x**5 + 0.7216579230890469*x**4 - 1.9544960338076638*x**3 - 5.923115025769242*x**2 + 1.96956906234574*x + 0.6201902704381187,0.2977588624959884
502,-0.6934881397195066*x**10 - 0.08140963637846452*x**9 + 0.5520371668420914*x**8 + 0.8409758388914188*x**7 + 1.683733257436278*x**6 + 2.218277310499892*x**5 + 0.7241505301695765*x**4 - 1.956219351782043*x**3 - 5.930718696956898*x**2 + 1.9740538088239623*x + 0.6197335164421468,4.429150284132174,-0.6934881397195066*x**10 - 0.08140963637846452*x**9 + 0.5520371668420914*x**8 + 0.8409758388914188*x**7 + 1.683733257436278*x**6 + 2.218277310499892*x**5 + 0.7241505301695765*x**4 - 1.956219351782043*x**3 - 5.930718696956898*x**2 + 1.9740538088239623*x + 0.6197335164421468,0.29762897319085635
503,-0.6964338236110568*x**10 - 0.08315753900062377*x**9 + 0.5517532537822526*x**8 + 0.8423137490166113*x**7 + 1.6865621745423858*x**6 + 2.2218533192282734*x**5 + 0.7266418512320288*x**4 - 1.957941148196853*x**3 - 5.938317188771252*x**2 + 1.978534900912446*x + 0.6192772266223143,4.425288915898821,-0.6964338236110568*x**10 - 0.08315753900062377*x**9 + 0.5517532537822526*x**8 + 0.8423137490166113*x**7 + 1.6865621745423858*x**6 + 2.2218533192282734*x**5 + 0.7266418512320288*x**4 - 1.957941148196853*x**3 - 5.938317188771252*x**2 + 1.978534900912446*x + 0.6192772266223143,0.297499207256047
504,-0.6993777322482194*x**10 - 0.08490448101362844*x**9 + 0.5514693571783795*x**8 + 0.843650682738182*x**7 + 1.6893892645948032*x**6 + 2.225427176722323*x**5 + 0.7291318839494958*x**4 - 1.9596614284435314*x**3 - 5.945910507606994*x**2 + 1.983012349266196*x + 0.6188213988278106,4.421432894951105,-0.6993777322482194*x**10 - 0.08490448101362844*x**9 + 0.5514693571783795*x**8 + 0.843650682738182*x**7 + 1.6893892645948032*x**6 + 2.225427176722323*x**5 + 0.7291318839494958*x**4 - 1.9596614284435314*x**3 - 5.945910507606994*x**2 + 1.983012349266196*x + 0.6188213988278106,0.2973695645136235
505,-0.7023198646622228*x**10 - 0.0866504612031786*x**9 + 0.5511854784058433*x**8 + 0.8449866413966113*x**7 + 1.69221452851401*x**6 + 2.228998882806062*x**5 + 0.7316206260313144*x**4 - 1.961380197861636*x**3 - 5.953498659821321*x**2 + 1.987486164442279*x + 0.6183660309295395,4.417582211245445,-0.7023198646622228*x**10 - 0.0866504612031786*x**9 + 0.5511854784058433*x**8 + 0.8449866413966113*x**7 + 1.69221452851401*x**6 + 2.228998882806062*x**5 + 0.7316206260313144*x**4 - 1.961380197861636*x**3 - 5.953498659821321*x**2 + 1.987486164442279*x + 0.6183660309295395,0.29724004478688415
506,-0.7052602199082432*x**10 - 0.08839547837596*x**9 + 0.5509016188238979*x**8 + 0.8463216263237534*x**7 + 1.6950379672228186*x**6 + 2.2325684373209014*x**5 + 0.7341080752226634*x**4 - 1.9630974617394088*x**3 - 5.961081651734341*x**2 + 1.9919563569008853*x + 0.617911120819895,4.41373685478824,-0.7052602199082432*x**10 - 0.08839547837596*x**9 + 0.5509016188238979*x**8 + 0.8463216263237534*x**7 + 1.6950379672228186*x**6 + 2.2325684373209014*x**5 + 0.7341080752226634*x**4 - 1.9630974617394088*x**3 - 5.961081651734341*x**2 + 1.9919563569008853*x + 0.617911120819895,0.2971106479003484
507,-0.7081987970651356*x**10 - 0.0901395313594111*x**9 + 0.5506177797758537*x**8 + 0.8476556388429279*x**7 + 1.6978595816463358*x**6 + 2.236135840125454*x**5 + 0.7365942293041591*x**4 - 1.9648132253143367*x**3 - 5.968659489629444*x**2 + 1.996422937006378*x + 0.6174566664125171,4.409896815635356,-0.7081987970651356*x**10 - 0.0901395313594111*x**9 + 0.5506177797758537*x**8 + 0.8476556388429279*x**7 + 1.6978595816463358*x**6 + 2.236135840125454*x**5 + 0.7365942293041591*x**4 - 1.9648132253143367*x**3 - 5.968659489629444*x**2 + 1.996422937006378*x + 0.6174566664125171,0.296981373679743
508,-0.7111355952351636*x**10 - 0.09188261900148867*x**9 + 0.5503339625892563*x**8 + 0.848988680269008*x**7 + 1.7006793727119296*x**6 + 2.2397010910953186*x**5 + 0.7390790860914604*x**4 - 1.9665274937737032*x**3 - 5.976232179753676*x**2 + 2.0008859150283365*x + 0.6170026656420572,4.406062083891572,-0.7111355952351636*x**10 - 0.09188261900148867*x**9 + 0.5503339625892563*x**8 + 0.848988680269008*x**7 + 1.7006793727119296*x**6 + 2.2397010910953186*x**5 + 0.7390790860914604*x**4 - 1.9665274937737032*x**3 - 5.976232179753676*x**2 + 2.0008859150283365*x + 0.6170026656420572,0.29685222195198646
