1.292762197231563147e-111,7.969977922810192449e-112,2.922385842732286762e-117,5.308100855351153140e-115,6.844134664835766345e-116,5.316436567617204454e-112,5.838406948910708613e-112
1.956507598384358111e-90,6.773589581773459856e-91,1.168347835682372852e-95,1.188005561031639077e-92,2.040704701708515538e-93,5.093176381292029322e-91,8.495372269670844748e-91
3.164497948770095981e-75,5.139935683006422406e-76,4.273774469242292756e-80,2.136843137171425355e-76,4.789637480935328467e-77,6.420465372008151841e-76,1.093223491111588106e-75
6.842314900404756492e-66,1.137053045457151038e-66,4.804318293246579250e-70,3.090496271397057995e-66,8.862801906082237364e-67,4.389142332724029434e-66,1.723764812385513664e-66
2.085470506849124413e-62,9.357407368485933951e-63,2.666628574832142665e-65,3.593546573723275249e-62,1.297315298859784316e-62,4.973095131400852298e-62,8.170548463577530319e-63
7.477049590191271609e-65,7.513187906007923123e-65,1.545524365941579408e-66,3.356157003890262215e-64,1.521647843429583933e-64,4.743707648155419230e-64,8.085265873769493830e-65
2.967519228588100315e-73,5.347149119469997411e-73,7.202817284011462072e-74,2.513505748992846514e-72,1.520839980973540498e-72,3.695806206275841965e-72,8.312030119100831814e-73
1.944597074850165873e-87,5.159340059594576610e-87,2.653147288740712776e-87,1.506430823995399497e-86,1.635868102197085709e-86,2.484126330341665996e-86,8.751401356753161647e-87
2.598068045303731328e-107,9.535318773370602864e-107,7.709882469481171949e-107,7.209254122113151288e-107,2.644170931976765915e-106,1.842561793468671694e-106,1.111305375849679106e-106
1.992835521096320499e-110,2.481208998389815875e-110,3.803338349267155878e-114,3.046330688230194904e-112,8.126345835170650395e-115,1.185183124444731757e-110,9.240210274303249814e-111
2.372639770144864446e-89,2.087422842174729332e-89,1.279596992251230354e-92,1.179508198178273714e-91,3.702086857183798840e-93,1.083250051856325967e-89,1.281519929447941361e-89
2.402476089927545381e-74,1.375144996666749656e-74,3.427145359721798274e-77,1.197890581981121706e-76,1.982424669327650797e-77,7.881814912570405471e-75,1.831146914353783036e-74
2.231526584022551972e-65,7.134801750489301860e-66,7.243062638469074430e-68,1.206349296418812298e-66,1.702221269430644599e-67,5.194996666595746869e-66,3.221194002374629792e-65
2.229603737781398638e-62,3.391143221850435892e-63,1.208863564507395041e-64,1.342279234245061413e-62,2.171827540250880134e-63,1.020790305789336811e-62,8.592281763817911445e-62
2.995046852985089973e-65,5.163856617286734355e-66,1.628866389165559513e-67,1.217659058046317071e-64,2.697507675815573769e-65,7.787168060354794723e-65,3.507892958228808450e-64
5.637808485768590031e-74,2.666928421529292789e-74,1.986690937106041334e-76,8.938240471951815409e-73,2.749999249570938905e-73,6.148308518949172268e-73,1.796083037733635400e-72
1.212106562456391308e-88,1.283195536007659676e-88,3.417188339097050937e-91,5.299250695401388251e-87,2.220397968896589061e-87,4.145194358159419664e-87,9.494978074928544210e-87
2.481847309260852673e-109,4.874330452188878150e-109,1.929418331548841252e-111,2.531151060517161870e-107,1.409865211118285210e-107,2.352986425512447947e-107,4.613820599660961741e-107
2.421244748861806251e-108,4.725763594593791551e-108,2.138735809387400604e-110,6.886510246823598642e-108,2.659695455947501632e-110,5.827008683448670645e-108,4.081784158113686809e-108
1.628062633734190326e-87,2.050236578103676291e-87,3.661026689960774435e-89,2.550270265945079829e-87,3.527480909593917345e-89,2.168980710615879681e-87,2.183264820243988465e-87
9.480027308757138871e-73,7.282001211710273729e-73,5.820154855489730232e-74,7.377729578661096571e-73,3.773600394348040112e-74,6.432087022696907845e-73,1.038068626300526089e-72
5.077101168187456777e-64,2.527767767833790159e-64,9.023235502270060041e-65,1.667447725300780275e-64,3.643308897616715138e-65,1.830886005172750812e-64,5.151945790401469032e-64
2.644581676655548532e-61,1.326652093421530831e-61,1.345430140201202156e-61,2.945941137364104445e-62,4.286456578509236783e-62,1.146923123221609621e-61,3.373136667483535939e-61
1.351966093383205286e-64,1.123483668334299494e-64,1.827316149746209959e-64,4.086847065687660656e-66,7.212610989801592719e-65,1.661259891342199710e-64,3.010817404786013865e-64
6.476362434245476122e-74,1.015977651917564136e-73,2.158619706422700854e-73,4.677728982837048696e-76,1.297007201364545688e-73,2.490165575159679331e-73,3.042108919880704912e-73
2.730938197884098173e-89,8.037483964781048757e-89,2.161754133851972288e-88,8.114027000642303319e-92,1.981021371566496096e-88,3.230502690632975943e-88,3.030862836955455536e-88
9.669756817593607063e-111,5.274270741262061526e-110,1.808010963297297536e-109,9.899423431170918316e-113,2.405498947390397078e-109,3.557320955453204586e-109,2.789740400805378546e-109
